Drug_A,Drug_B,Level,Drug_A_MolecularWeight,Drug_A_XLogP,Drug_A_ExactMass,Drug_A_TPSA,Drug_B_MolecularWeight,Drug_B_XLogP,Drug_B_ExactMass,Drug_B_TPSA,Drug_A_ID,Drug_B_ID,Level_ID
Glimepiride,Tetracosactide,Moderate,490.6,3.9,490.22499137,133.0,2933.4,-7.9,2932.5839961,1180.0,90,387,2
Glipizide,Tetracosactide,Moderate,445.5,1.9,445.17837553,139.0,2933.4,-7.9,2932.5839961,1180.0,100,387,2
Glyburide,Tetracosactide,Moderate,494.0,4.8,493.1438199,122.0,2933.4,-7.9,2932.5839961,1180.0,101,387,2
Tetracosactide,Glycerin,Moderate,2933.4,-7.9,2932.5839961,1180.0,92.09,-1.8,92.047344113,60.7,387,573,2
Insulin human,Tetracosactide,Moderate,5808.0,-13.1,5805.6443599,2450.0,2933.4,-7.9,2932.5839961,1180.0,92,387,2
Tetracosactide,Insulin degludec,Moderate,2933.4,-7.9,2932.5839961,1180.0,6104.0,-4.9,6101.8431193,2510.0,387,502,2
Tetracosactide,Insulin detemir,Moderate,2933.4,-7.9,2932.5839961,1180.0,5917.0,-3.5,5914.7950469,2400.0,387,409,2
Insulin glargine,Tetracosactide,Moderate,6063.0,-14.1,6060.8251182,2590.0,2933.4,-7.9,2932.5839961,1180.0,93,387,2
Tetracosactide,Insulin glulisine,Moderate,2933.4,-7.9,2932.5839961,1180.0,5823.0,-12.1,5820.6440255,2450.0,387,410,2
Tetracosactide,Lactitol,Moderate,2933.4,-7.9,2932.5839961,1180.0,344.31,-5.2,344.13186158,201.0,387,988,2
Lactulose,Tetracosactide,Moderate,342.3,-4.3,342.11621151,190.0,2933.4,-7.9,2932.5839961,1180.0,21,387,2
Tetracosactide,Linagliptin,Moderate,2933.4,-7.9,2932.5839961,1180.0,472.5,1.9,472.23352217,113.0,387,503,2
Tetracosactide,Liraglutide,Moderate,2933.4,-7.9,2932.5839961,1180.0,3751.0,-3.4,3749.9498161,1510.0,387,504,2
Tetracosactide,Lixisenatide,Moderate,2933.4,-7.9,2932.5839961,1180.0,4858.0,-30.8,4857.5510314,2090.0,387,505,2
Miglitol,Tetracosactide,Moderate,207.22,-2.6,207.11067264,104.0,2933.4,-7.9,2932.5839961,1180.0,158,387,2
Tetracosactide,Mineral oil,Moderate,2933.4,-7.9,2932.5839961,1180.0,1244.3,7.4,1243.51702653,400.0,387,575,2
Nateglinide,Tetracosactide,Moderate,317.4,3.2,317.19909372,66.4,2933.4,-7.9,2932.5839961,1180.0,102,387,2
Oxandrolone,Tetracosactide,Moderate,306.4,3.7,306.21949481,46.5,2933.4,-7.9,2932.5839961,1180.0,360,387,2
Tetracosactide,Oxymetholone,Moderate,2933.4,-7.9,2932.5839961,1180.0,332.5,4.4,332.23514488,57.5,387,802,2
Tetracosactide,Phenolphthalein,Moderate,2933.4,-7.9,2932.5839961,1180.0,318.3,3.6,318.08920892,66.8,387,30,2
Pioglitazone,Tetracosactide,Moderate,356.4,3.8,356.11946368,93.6,2933.4,-7.9,2932.5839961,1180.0,31,387,2
Pramlintide,Tetracosactide,Moderate,3949.0,-15.7,3947.9240297,1740.0,2933.4,-7.9,2932.5839961,1180.0,508,387,2
Repaglinide,Tetracosactide,Moderate,452.6,5.2,452.26750763,78.9,2933.4,-7.9,2932.5839961,1180.0,32,387,2
Rosiglitazone,Tetracosactide,Moderate,357.4,3.1,357.11471265,96.8,2933.4,-7.9,2932.5839961,1180.0,33,387,2
Tetracosactide,Saxagliptin,Moderate,2933.4,-7.9,2932.5839961,1180.0,315.4,0.7,315.19467705,90.4,387,511,2
Tetracosactide,Semaglutide,Moderate,2933.4,-7.9,2932.5839961,1180.0,4114.0,-5.8,4112.1187318,1650.0,387,980,2
Sitagliptin,Tetracosactide,Moderate,407.31,0.7,407.11807909,77.0,2933.4,-7.9,2932.5839961,1180.0,513,387,2
Tetracosactide,Stanozolol,Moderate,2933.4,-7.9,2932.5839961,1180.0,328.5,4.5,328.251463648,48.9,387,803,2
Tolazamide,Tetracosactide,Moderate,311.4,1.5,311.13036271,86.9,2933.4,-7.9,2932.5839961,1180.0,103,387,2
Tolbutamide,Tetracosactide,Moderate,270.35,2.3,270.10381361,83.7,2933.4,-7.9,2932.5839961,1180.0,104,387,2
Troglitazone,Tetracosactide,Moderate,441.5,5.1,441.16099414,110.0,2933.4,-7.9,2932.5839961,1180.0,11,387,2
Cisapride,Verapamil,Major,465.9,3.4,465.1830623,86.1,454.6,3.8,454.2831577,64.0,15,376,3
Clotrimazole,Verapamil,Moderate,344.8,5.0,344.1080262,17.8,454.6,3.8,454.2831577,64.0,6,376,2
Verapamil,Dapagliflozin,Moderate,454.6,3.8,454.2831577,64.0,408.9,2.3,408.1339662,99.4,376,470,2
Verapamil,Dolasetron,Major,454.6,3.8,454.2831577,64.0,324.4,3.4,324.1473925,62.4,376,17,3
Dronabinol,Verapamil,Moderate,314.5,7.0,314.224580195,29.5,454.6,3.8,454.2831577,64.0,51,376,2
Verapamil,Eliglustat,Major,454.6,3.8,454.2831577,64.0,404.5,3.7,404.26750763,71.0,376,463,3
Verapamil,Empagliflozin,Moderate,454.6,3.8,454.2831577,64.0,450.9,2.0,450.1445309,109.0,376,464,2
Verapamil,Ertugliflozin,Moderate,454.6,3.8,454.2831577,64.0,436.9,1.7,436.1288808,109.0,376,499,2
Verapamil,Fidaxomicin,Minor,454.6,3.8,454.2831577,64.0,1058.0,6.4,1056.4252209,267.0,376,501,1
Verapamil,Glyburide,Minor,454.6,3.8,454.2831577,64.0,494.0,4.8,493.1438199,122.0,376,101,1
Verapamil,Miconazole,Moderate,454.6,3.8,454.2831577,64.0,416.1,5.3,415.983074,27.1,376,10,2
Nabilone,Verapamil,Moderate,372.5,6.4,372.26644501,46.5,454.6,3.8,454.2831577,64.0,55,376,2
Verapamil,Naldemedine,Moderate,454.6,3.8,454.2831577,64.0,570.6,3.2,570.24783482,141.0,376,506,2
Verapamil,Naloxegol,Major,454.6,3.8,454.2831577,64.0,651.8,-1.0,651.36186151,127.0,376,507,3
Nitisinone,Verapamil,Moderate,329.23,2.3,329.05110691,97.0,454.6,3.8,454.2831577,64.0,26,376,2
Verapamil,Prednisolone,Moderate,454.6,3.8,454.2831577,64.0,360.4,1.6,360.19367399,94.8,376,42,2
Prednisone,Verapamil,Moderate,358.4,1.5,358.17802393,91.7,454.6,3.8,454.2831577,64.0,43,376,2
Verapamil,Prucalopride,Minor,454.6,3.8,454.2831577,64.0,367.9,2.0,367.1662694,76.8,376,295,1
Verapamil,Repaglinide,Moderate,454.6,3.8,454.2831577,64.0,452.6,5.2,452.26750763,78.9,376,32,2
Verapamil,Saxagliptin,Moderate,454.6,3.8,454.2831577,64.0,315.4,0.7,315.19467705,90.4,376,511,2
Verapamil,Sibutramine,Minor,454.6,3.8,454.2831577,64.0,279.8,5.4,279.1753775,3.2,376,70,1
Simvastatin,Verapamil,Major,418.6,4.7,418.27192431,72.8,454.6,3.8,454.2831577,64.0,37,376,3
Troglitazone,Verapamil,Moderate,441.5,5.1,441.16099414,110.0,454.6,3.8,454.2831577,64.0,11,376,2
Cisapride,Crizotinib,Major,465.9,3.4,465.1830623,86.1,450.3,3.7,449.1185439,78.0,15,746,3
Clotrimazole,Crizotinib,Moderate,344.8,5.0,344.1080262,17.8,450.3,3.7,449.1185439,78.0,6,746,2
Dolasetron,Crizotinib,Major,324.4,3.4,324.1473925,62.4,450.3,3.7,449.1185439,78.0,17,746,3
Crizotinib,Eliglustat,Major,450.3,3.7,449.1185439,78.0,404.5,3.7,404.26750763,71.0,746,463,3
Crizotinib,Glycerin,Moderate,450.3,3.7,449.1185439,78.0,92.09,-1.8,92.047344113,60.7,746,573,2
Crizotinib,Glycerol phenylbutyrate,Moderate,450.3,3.7,449.1185439,78.0,530.6,6.7,530.26683893,78.9,746,63,2
Granisetron,Crizotinib,Major,312.4,2.8,312.1950114,50.2,450.3,3.7,449.1185439,78.0,20,746,3
Crizotinib,Lactitol,Moderate,450.3,3.7,449.1185439,78.0,344.31,-5.2,344.13186158,201.0,746,988,2
Lactulose,Crizotinib,Moderate,342.3,-4.3,342.11621151,190.0,450.3,3.7,449.1185439,78.0,21,746,2
Levofloxacin,Crizotinib,Major,361.4,-0.4,361.14378429,73.3,450.3,3.7,449.1185439,78.0,22,746,3
Metronidazole,Crizotinib,Moderate,171.15,0.0,171.06439116,83.9,450.3,3.7,449.1185439,78.0,25,746,2
Miconazole,Crizotinib,Moderate,416.1,5.3,415.983074,27.1,450.3,3.7,449.1185439,78.0,10,746,2
Crizotinib,Mineral oil,Moderate,450.3,3.7,449.1185439,78.0,1244.3,7.4,1243.51702653,400.0,746,575,2
Crizotinib,Naldemedine,Moderate,450.3,3.7,449.1185439,78.0,570.6,3.2,570.24783482,141.0,746,506,2
Crizotinib,Naloxegol,Major,450.3,3.7,449.1185439,78.0,651.8,-1.0,651.36186151,127.0,746,507,3
Naltrexone,Crizotinib,Moderate,341.4,1.9,341.16270821,70.0,450.3,3.7,449.1185439,78.0,1,746,2
Nitisinone,Crizotinib,Moderate,329.23,2.3,329.05110691,97.0,450.3,3.7,449.1185439,78.0,26,746,2
Ondansetron,Crizotinib,Major,293.4,2.3,293.152812238,39.8,450.3,3.7,449.1185439,78.0,27,746,3
Palonosetron,Crizotinib,Major,296.4,2.8,296.188863393,23.6,450.3,3.7,449.1185439,78.0,28,746,3
Papaverine,Crizotinib,Major,339.4,3.9,339.14705815,49.8,450.3,3.7,449.1185439,78.0,29,746,3
Phenolphthalein,Crizotinib,Moderate,318.3,3.6,318.08920892,66.8,450.3,3.7,449.1185439,78.0,30,746,2
Repaglinide,Crizotinib,Moderate,452.6,5.2,452.26750763,78.9,450.3,3.7,449.1185439,78.0,32,746,2
Rosuvastatin,Crizotinib,Moderate,481.5,1.6,481.16828496,149.0,450.3,3.7,449.1185439,78.0,36,746,2
Saxagliptin,Crizotinib,Moderate,315.4,0.7,315.19467705,90.4,450.3,3.7,449.1185439,78.0,511,746,2
Simvastatin,Crizotinib,Moderate,418.6,4.7,418.27192431,72.8,450.3,3.7,449.1185439,78.0,37,746,2
Tinidazole,Crizotinib,Moderate,247.27,-0.4,247.06267708,106.0,450.3,3.7,449.1185439,78.0,38,746,2
Troglitazone,Crizotinib,Moderate,441.5,5.1,441.16099414,110.0,450.3,3.7,449.1185439,78.0,11,746,2
Ethinylestradiol,Dapagliflozin,Moderate,296.4,3.7,296.177630004,40.5,408.9,2.3,408.1339662,99.4,330,470,2
Empagliflozin,Norgestrel,Moderate,450.9,2.0,450.1445309,109.0,312.4,3.3,312.208930132,37.3,464,888,2
Norgestrel,Ertugliflozin,Moderate,312.4,3.3,312.208930132,37.3,436.9,1.7,436.1288808,109.0,888,499,2
Glimepiride,Norgestrel,Moderate,490.6,3.9,490.22499137,133.0,312.4,3.3,312.208930132,37.3,90,888,2
Ethinylestradiol,Insulin degludec,Moderate,296.4,3.7,296.177630004,40.5,6104.0,-4.9,6101.8431193,2510.0,330,502,2
Insulin detemir,Norgestrel,Moderate,5917.0,-3.5,5914.7950469,2400.0,312.4,3.3,312.208930132,37.3,409,888,2
Ethinylestradiol,Linagliptin,Moderate,296.4,3.7,296.177630004,40.5,472.5,1.9,472.23352217,113.0,330,503,2
Liraglutide,Norgestrel,Moderate,3751.0,-3.4,3749.9498161,1510.0,312.4,3.3,312.208930132,37.3,504,888,2
Nateglinide,Norgestrel,Moderate,317.4,3.2,317.19909372,66.4,312.4,3.3,312.208930132,37.3,102,888,2
Pramlintide,Norgestrel,Moderate,3949.0,-15.7,3947.9240297,1740.0,312.4,3.3,312.208930132,37.3,508,888,2
Prucalopride,Norgestrel,Moderate,367.9,2.0,367.1662694,76.8,312.4,3.3,312.208930132,37.3,295,888,2
Repaglinide,Norgestrel,Moderate,452.6,5.2,452.26750763,78.9,312.4,3.3,312.208930132,37.3,32,888,2
Rosiglitazone,Norgestrel,Moderate,357.4,3.1,357.11471265,96.8,312.4,3.3,312.208930132,37.3,33,888,2
Rosuvastatin,Norgestrel,Minor,481.5,1.6,481.16828496,149.0,312.4,3.3,312.208930132,37.3,36,888,1
Saxagliptin,Norgestrel,Moderate,315.4,0.7,315.19467705,90.4,312.4,3.3,312.208930132,37.3,511,888,2
Ethinylestradiol,Sitagliptin,Moderate,296.4,3.7,296.177630004,40.5,407.31,0.7,407.11807909,77.0,330,513,2
Troglitazone,Norgestrel,Moderate,441.5,5.1,441.16099414,110.0,312.4,3.3,312.208930132,37.3,11,888,2
Daptomycin,Rosuvastatin,Moderate,1620.7,-5.1,1619.71036639,702.0,481.5,1.6,481.16828496,149.0,856,36,2
Daptomycin,Simvastatin,Moderate,1620.7,-5.1,1619.71036639,702.0,418.6,4.7,418.27192431,72.8,856,37,2
Clidinium,Cyclobenzaprine,Moderate,352.4,3.3,352.19126869,46.5,275.4,5.2,275.167399674,3.2,49,583,2
Cyclobenzaprine,Dexfenfluramine,Major,275.4,5.2,275.167399674,3.2,231.26,3.4,231.123484,12.0,583,16,3
Dicyclomine,Cyclobenzaprine,Moderate,309.5,5.5,309.266779359,29.5,275.4,5.2,275.167399674,3.2,50,583,2
Dronabinol,Cyclobenzaprine,Moderate,314.5,7.0,314.224580195,29.5,275.4,5.2,275.167399674,3.2,51,583,2
Cyclobenzaprine,Eluxadoline,Moderate,275.4,5.2,275.167399674,3.2,569.6,0.9,569.26381923,165.0,583,298,2
Fenfluramine,Cyclobenzaprine,Major,231.26,3.4,231.123484,12.0,275.4,5.2,275.167399674,3.2,19,583,3
Cyclobenzaprine,Glycerol phenylbutyrate,Moderate,275.4,5.2,275.167399674,3.2,530.6,6.7,530.26683893,78.9,583,63,2
Cyclobenzaprine,Mepenzolate,Moderate,275.4,5.2,275.167399674,3.2,340.4,3.2,340.19126869,46.5,583,294,2
Cyclobenzaprine,Methscopolamine,Moderate,275.4,5.2,275.167399674,3.2,318.4,1.3,318.17053325,59.1,583,738,2
Cyclobenzaprine,Metoclopramide,Moderate,275.4,5.2,275.167399674,3.2,299.79,2.6,299.1400546,67.6,583,24,2
Nabilone,Cyclobenzaprine,Moderate,372.5,6.4,372.26644501,46.5,275.4,5.2,275.167399674,3.2,55,583,2
Cyclobenzaprine,Obeticholic acid,Moderate,275.4,5.2,275.167399674,3.2,420.6,5.7,420.32395988,77.8,583,661,2
Propantheline,Cyclobenzaprine,Moderate,368.5,4.2,368.22256882,35.5,275.4,5.2,275.167399674,3.2,57,583,2
Scopolamine,Cyclobenzaprine,Moderate,303.35,0.9,303.14705815,62.3,275.4,5.2,275.167399674,3.2,58,583,2
Cyclobenzaprine,Sibutramine,Moderate,275.4,5.2,275.167399674,3.2,279.8,5.4,279.1753775,3.2,583,70,2
Trospium,Cyclobenzaprine,Moderate,392.5,4.4,392.22256882,46.5,275.4,5.2,275.167399674,3.2,59,583,2
Acetohexamide,Cyclophosphamide,Moderate,324.4,2.4,324.1143783,101.0,261.08,0.6,260.0248201,41.6,95,535,2
Glimepiride,Cyclophosphamide,Moderate,490.6,3.9,490.22499137,133.0,261.08,0.6,260.0248201,41.6,90,535,2
Cyclophosphamide,Glipizide,Moderate,261.08,0.6,260.0248201,41.6,445.5,1.9,445.17837553,139.0,535,100,2
Cyclophosphamide,Glyburide,Moderate,261.08,0.6,260.0248201,41.6,494.0,4.8,493.1438199,122.0,535,101,2
Cyclophosphamide,Levofloxacin,Minor,261.08,0.6,260.0248201,41.6,361.4,-0.4,361.14378429,73.3,535,22,1
Cyclophosphamide,Nateglinide,Moderate,261.08,0.6,260.0248201,41.6,317.4,3.2,317.19909372,66.4,535,102,2
Nitisinone,Cyclophosphamide,Moderate,329.23,2.3,329.05110691,97.0,261.08,0.6,260.0248201,41.6,26,535,2
Cyclophosphamide,Ondansetron,Minor,261.08,0.6,260.0248201,41.6,293.4,2.3,293.152812238,39.8,535,27,1
Cyclophosphamide,Repaglinide,Moderate,261.08,0.6,260.0248201,41.6,452.6,5.2,452.26750763,78.9,535,32,2
Cyclophosphamide,Tolazamide,Moderate,261.08,0.6,260.0248201,41.6,311.4,1.5,311.13036271,86.9,535,103,2
Cyclophosphamide,Tolbutamide,Moderate,261.08,0.6,260.0248201,41.6,270.35,2.3,270.10381361,83.7,535,104,2
Troglitazone,Cyclophosphamide,Moderate,441.5,5.1,441.16099414,110.0,261.08,0.6,260.0248201,41.6,11,535,2
Cyclosporine,Acetohexamide,Moderate,1202.6,7.5,1201.84136802,279.0,324.4,2.4,324.1143783,101.0,252,95,2
Cyclosporine,Cisapride,Major,1202.6,7.5,1201.84136802,279.0,465.9,3.4,465.1830623,86.1,252,15,3
Cyclosporine,Dexlansoprazole,Moderate,1202.6,7.5,1201.84136802,279.0,369.4,2.8,369.07588236,87.1,252,61,2
Cyclosporine,Eliglustat,Moderate,1202.6,7.5,1201.84136802,279.0,404.5,3.7,404.26750763,71.0,252,463,2
Cyclosporine,Eluxadoline,Major,1202.6,7.5,1201.84136802,279.0,569.6,0.9,569.26381923,165.0,252,298,3
Cyclosporine,Esomeprazole,Moderate,1202.6,7.5,1201.84136802,279.0,345.4,2.2,345.11471265,96.3,252,62,2
Cyclosporine,Exenatide,Moderate,1202.6,7.5,1201.84136802,279.0,4187.0,-21.0,4185.0306624,1780.0,252,500,2
Cyclosporine,Fidaxomicin,Minor,1202.6,7.5,1201.84136802,279.0,1058.0,6.4,1056.4252209,267.0,252,501,1
Cyclosporine,Glimepiride,Moderate,1202.6,7.5,1201.84136802,279.0,490.6,3.9,490.22499137,133.0,252,90,2
Cyclosporine,Glipizide,Moderate,1202.6,7.5,1201.84136802,279.0,445.5,1.9,445.17837553,139.0,252,100,2
Cyclosporine,Glyburide,Moderate,1202.6,7.5,1201.84136802,279.0,494.0,4.8,493.1438199,122.0,252,101,2
Cyclosporine,Glycerol phenylbutyrate,Moderate,1202.6,7.5,1201.84136802,279.0,530.6,6.7,530.26683893,78.9,252,63,2
Cyclosporine,Kanamycin,Moderate,1202.6,7.5,1201.84136802,279.0,484.5,-6.9,484.23805798,283.0,252,808,2
Cyclosporine,Lansoprazole,Moderate,1202.6,7.5,1201.84136802,279.0,369.4,2.8,369.07588236,87.1,252,64,2
Cyclosporine,Metoclopramide,Moderate,1202.6,7.5,1201.84136802,279.0,299.79,2.6,299.1400546,67.6,252,24,2
Cyclosporine,Miconazole,Moderate,1202.6,7.5,1201.84136802,279.0,416.1,5.3,415.983074,27.1,252,10,2
Cyclosporine,Naldemedine,Moderate,1202.6,7.5,1201.84136802,279.0,570.6,3.2,570.24783482,141.0,252,506,2
Cyclosporine,Naloxegol,Minor,1202.6,7.5,1201.84136802,279.0,651.8,-1.0,651.36186151,127.0,252,507,1
Cyclosporine,Naltrexone,Moderate,1202.6,7.5,1201.84136802,279.0,341.4,1.9,341.16270821,70.0,252,1,2
Cyclosporine,Neomycin,Moderate,1202.6,7.5,1201.84136802,279.0,614.6,-9.0,614.31228554,353.0,252,284,2
Cyclosporine,Nitisinone,Moderate,1202.6,7.5,1201.84136802,279.0,329.23,2.3,329.05110691,97.0,252,26,2
Cyclosporine,Olsalazine,Moderate,1202.6,7.5,1201.84136802,279.0,302.24,3.1,302.05388604,140.0,252,886,2
Cyclosporine,Omeprazole,Moderate,1202.6,7.5,1201.84136802,279.0,345.4,2.2,345.11471265,96.3,252,66,2
Cyclosporine,Orlistat,Major,1202.6,7.5,1201.84136802,279.0,495.7,10.0,495.39237379,81.7,252,435,3
Cyclosporine,Oxandrolone,Moderate,1202.6,7.5,1201.84136802,279.0,306.4,3.7,306.21949481,46.5,252,360,2
Cyclosporine,Oxymetholone,Moderate,1202.6,7.5,1201.84136802,279.0,332.5,4.4,332.23514488,57.5,252,802,2
Cyclosporine,Pantoprazole,Moderate,1202.6,7.5,1201.84136802,279.0,383.4,2.4,383.07513347,106.0,252,67,2
Cyclosporine,Prednisolone,Moderate,1202.6,7.5,1201.84136802,279.0,360.4,1.6,360.19367399,94.8,252,42,2
Cyclosporine,Prednisone,Moderate,1202.6,7.5,1201.84136802,279.0,358.4,1.5,358.17802393,91.7,252,43,2
Cyclosporine,Prucalopride,Minor,1202.6,7.5,1201.84136802,279.0,367.9,2.0,367.1662694,76.8,252,295,1
Cyclosporine,Repaglinide,Major,1202.6,7.5,1201.84136802,279.0,452.6,5.2,452.26750763,78.9,252,32,3
Cyclosporine,Rifaximin,Moderate,1202.6,7.5,1201.84136802,279.0,785.9,6.9,785.35235945,198.0,252,509,2
Cyclosporine,Rolapitant,Moderate,1202.6,7.5,1201.84136802,279.0,500.5,4.4,500.18984705,50.4,252,510,2
Cyclosporine,Rosuvastatin,Major,1202.6,7.5,1201.84136802,279.0,481.5,1.6,481.16828496,149.0,252,36,3
Cyclosporine,Saxagliptin,Moderate,1202.6,7.5,1201.84136802,279.0,315.4,0.7,315.19467705,90.4,252,511,2
Cyclosporine,Simvastatin,Major,1202.6,7.5,1201.84136802,279.0,418.6,4.7,418.27192431,72.8,252,37,3
Cyclosporine,Sitagliptin,Minor,1202.6,7.5,1201.84136802,279.0,407.31,0.7,407.11807909,77.0,252,513,1
Cyclosporine,Stanozolol,Moderate,1202.6,7.5,1201.84136802,279.0,328.5,4.5,328.251463648,48.9,252,803,2
Cyclosporine,Streptomycin,Moderate,1202.6,7.5,1201.84136802,279.0,581.6,-8.0,581.2656697,336.0,252,288,2
Cyclosporine,Sulfasalazine,Major,1202.6,7.5,1201.84136802,279.0,398.4,-0.7,398.06849073,150.0,252,326,3
Cyclosporine,Tinidazole,Moderate,1202.6,7.5,1201.84136802,279.0,247.27,-0.4,247.06267708,106.0,252,38,2
Cyclosporine,Tolazamide,Moderate,1202.6,7.5,1201.84136802,279.0,311.4,1.5,311.13036271,86.9,252,103,2
Cyclosporine,Tolbutamide,Moderate,1202.6,7.5,1201.84136802,279.0,270.35,2.3,270.10381361,83.7,252,104,2
Cyclosporine,Troglitazone,Moderate,1202.6,7.5,1201.84136802,279.0,441.5,5.1,441.16099414,110.0,252,11,2
Cyclosporine,Ursodeoxycholic acid,Minor,1202.6,7.5,1201.84136802,279.0,392.6,4.9,392.29265975,77.8,252,1224,1
Cyclosporine,Vancomycin,Moderate,1202.6,7.5,1201.84136802,279.0,1449.2,-2.6,1447.4301997,530.0,252,327,2
Diatrizoate,Kanamycin,Major,613.91,1.8,613.7696,95.5,484.5,-6.9,484.23805798,283.0,484,808,3
Diatrizoate,Mannitol,Moderate,613.91,1.8,613.7696,95.5,182.17,-3.1,182.07903816,121.0,484,296,2
Diatrizoate,Neomycin,Major,613.91,1.8,613.7696,95.5,614.6,-9.0,614.31228554,353.0,484,284,3
Diatrizoate,Olsalazine,Major,613.91,1.8,613.7696,95.5,302.24,3.1,302.05388604,140.0,484,886,3
Diatrizoate,Streptomycin,Major,613.91,1.8,613.7696,95.5,581.6,-8.0,581.2656697,336.0,484,288,3
Diatrizoate,Sulfasalazine,Major,613.91,1.8,613.7696,95.5,398.4,-0.7,398.06849073,150.0,484,326,3
Diatrizoate,Vancomycin,Major,613.91,1.8,613.7696,95.5,1449.2,-2.6,1447.4301997,530.0,484,327,3
Grepafloxacin,Citric acid,Moderate,359.4,-0.2,359.16451973,72.9,192.12,-1.7,192.02700259,132.0,202,1215,2
Sparfloxacin,Citric acid,Moderate,392.4,0.1,392.1659969,98.9,192.12,-1.7,192.02700259,132.0,445,1215,2
Acetohexamide,Dabrafenib,Moderate,324.4,2.4,324.1143783,101.0,519.6,4.8,519.10105173,147.0,95,889,2
Cisapride,Dabrafenib,Moderate,465.9,3.4,465.1830623,86.1,519.6,4.8,519.10105173,147.0,15,889,2
Dabrafenib,Eliglustat,Moderate,519.6,4.8,519.10105173,147.0,404.5,3.7,404.26750763,71.0,889,463,2
Exenatide,Dabrafenib,Moderate,4187.0,-21.0,4185.0306624,1780.0,519.6,4.8,519.10105173,147.0,500,889,2
Glimepiride,Dabrafenib,Moderate,490.6,3.9,490.22499137,133.0,519.6,4.8,519.10105173,147.0,90,889,2
Glipizide,Dabrafenib,Moderate,445.5,1.9,445.17837553,139.0,519.6,4.8,519.10105173,147.0,100,889,2
Glyburide,Dabrafenib,Moderate,494.0,4.8,493.1438199,122.0,519.6,4.8,519.10105173,147.0,101,889,2
Granisetron,Dabrafenib,Moderate,312.4,2.8,312.1950114,50.2,519.6,4.8,519.10105173,147.0,20,889,2
Insulin human,Dabrafenib,Moderate,5808.0,-13.1,5805.6443599,2450.0,519.6,4.8,519.10105173,147.0,92,889,2
Dabrafenib,Insulin degludec,Moderate,519.6,4.8,519.10105173,147.0,6104.0,-4.9,6101.8431193,2510.0,889,502,2
Insulin detemir,Dabrafenib,Moderate,5917.0,-3.5,5914.7950469,2400.0,519.6,4.8,519.10105173,147.0,409,889,2
Insulin glargine,Dabrafenib,Moderate,6063.0,-14.1,6060.8251182,2590.0,519.6,4.8,519.10105173,147.0,93,889,2
Insulin glulisine,Dabrafenib,Moderate,5823.0,-12.1,5820.6440255,2450.0,519.6,4.8,519.10105173,147.0,410,889,2
Linagliptin,Dabrafenib,Moderate,472.5,1.9,472.23352217,113.0,519.6,4.8,519.10105173,147.0,503,889,2
Liraglutide,Dabrafenib,Moderate,3751.0,-3.4,3749.9498161,1510.0,519.6,4.8,519.10105173,147.0,504,889,2
Miglitol,Dabrafenib,Moderate,207.22,-2.6,207.11067264,104.0,519.6,4.8,519.10105173,147.0,158,889,2
Dabrafenib,Naldemedine,Moderate,519.6,4.8,519.10105173,147.0,570.6,3.2,570.24783482,141.0,889,506,2
Dabrafenib,Naloxegol,Moderate,519.6,4.8,519.10105173,147.0,651.8,-1.0,651.36186151,127.0,889,507,2
Nateglinide,Dabrafenib,Moderate,317.4,3.2,317.19909372,66.4,519.6,4.8,519.10105173,147.0,102,889,2
Nitisinone,Dabrafenib,Moderate,329.23,2.3,329.05110691,97.0,519.6,4.8,519.10105173,147.0,26,889,2
Nizatidine,Dabrafenib,Moderate,331.5,1.6,331.11366728,140.0,519.6,4.8,519.10105173,147.0,65,889,2
Ondansetron,Dabrafenib,Moderate,293.4,2.3,293.152812238,39.8,519.6,4.8,519.10105173,147.0,27,889,2
Pramlintide,Dabrafenib,Moderate,3949.0,-15.7,3947.9240297,1740.0,519.6,4.8,519.10105173,147.0,508,889,2
Prednisolone,Dabrafenib,Moderate,360.4,1.6,360.19367399,94.8,519.6,4.8,519.10105173,147.0,42,889,2
Prednisone,Dabrafenib,Moderate,358.4,1.5,358.17802393,91.7,519.6,4.8,519.10105173,147.0,43,889,2
Repaglinide,Dabrafenib,Moderate,452.6,5.2,452.26750763,78.9,519.6,4.8,519.10105173,147.0,32,889,2
Rosiglitazone,Dabrafenib,Moderate,357.4,3.1,357.11471265,96.8,519.6,4.8,519.10105173,147.0,33,889,2
Rosuvastatin,Dabrafenib,Moderate,481.5,1.6,481.16828496,149.0,519.6,4.8,519.10105173,147.0,36,889,2
Saxagliptin,Dabrafenib,Moderate,315.4,0.7,315.19467705,90.4,519.6,4.8,519.10105173,147.0,511,889,2
Sibutramine,Dabrafenib,Moderate,279.8,5.4,279.1753775,3.2,519.6,4.8,519.10105173,147.0,70,889,2
Simvastatin,Dabrafenib,Moderate,418.6,4.7,418.27192431,72.8,519.6,4.8,519.10105173,147.0,37,889,2
Sitagliptin,Dabrafenib,Moderate,407.31,0.7,407.11807909,77.0,519.6,4.8,519.10105173,147.0,513,889,2
Tinidazole,Dabrafenib,Moderate,247.27,-0.4,247.06267708,106.0,519.6,4.8,519.10105173,147.0,38,889,2
Tolazamide,Dabrafenib,Moderate,311.4,1.5,311.13036271,86.9,519.6,4.8,519.10105173,147.0,103,889,2
Tolbutamide,Dabrafenib,Moderate,270.35,2.3,270.10381361,83.7,519.6,4.8,519.10105173,147.0,104,889,2
