DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1804,Ticlopidine,DDInter380,Cimetidine,Moderate
DDInter1809,Timolol,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1811,Tinidazole,Minor
DDInter380,Cimetidine,DDInter1815,Tiotropium,Minor
DDInter380,Cimetidine,DDInter1821,Tizanidine,Major
DDInter380,Cimetidine,DDInter1823,Tocainide,Minor
DDInter380,Cimetidine,DDInter1826,Tolazamide,Moderate
DDInter380,Cimetidine,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1832,Tolterodine,Moderate
DDInter380,Cimetidine,DDInter1837,Toremifene,Moderate
DDInter380,Cimetidine,DDInter1840,Trabectedin,Moderate
DDInter1859,Triamterene,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1860,Triazolam,Moderate
DDInter380,Cimetidine,DDInter1875,Trimetrexate,Minor
DDInter380,Cimetidine,DDInter1876,Trimipramine,Moderate
DDInter380,Cimetidine,DDInter1882,Troleandomycin,Moderate
DDInter1886,Trospium,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1896,Ubrogepant,Moderate
DDInter380,Cimetidine,DDInter1901,Upadacitinib,Moderate
DDInter380,Cimetidine,DDInter1908,Valaciclovir,Minor
DDInter380,Cimetidine,DDInter1910,Valdecoxib,Moderate
DDInter380,Cimetidine,DDInter1918,Vardenafil,Moderate
DDInter380,Cimetidine,DDInter1919,Varenicline,Minor
DDInter380,Cimetidine,DDInter1926,Venetoclax,Moderate
DDInter1927,Venlafaxine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1928,Verapamil,Moderate
DDInter380,Cimetidine,DDInter1940,Vismodegib,Minor
DDInter380,Cimetidine,DDInter1946,Voriconazole,Minor
DDInter380,Cimetidine,DDInter1951,Warfarin,Moderate
DDInter380,Cimetidine,DDInter1956,Zalcitabine,Moderate
DDInter380,Cimetidine,DDInter1957,Zaleplon,Moderate
DDInter380,Cimetidine,DDInter1959,Zanubrutinib,Moderate
DDInter1967,Ziprasidone,DDInter380,Cimetidine,Minor
DDInter1969,Zolmitriptan,DDInter380,Cimetidine,Moderate
DDInter1970,Zolpidem,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1971,Zonisamide,Moderate
DDInter381,Cinacalcet,DDInter393,Clarithromycin,Moderate
DDInter381,Cinacalcet,DDInter518,Dexfenfluramine,Moderate
DDInter381,Cinacalcet,DDInter629,Eliglustat,Major
DDInter381,Cinacalcet,DDInter632,Eluxadoline,Moderate
DDInter381,Cinacalcet,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter381,Cinacalcet,DDInter1197,Metoclopramide,Moderate
DDInter381,Cinacalcet,DDInter1209,Miconazole,Moderate
DDInter16,Acetohexamide,DDInter384,Ciprofloxacin,Major
DDInter384,Ciprofloxacin,DDInter58,Aluminum hydroxide,Moderate
DDInter384,Ciprofloxacin,DDInter138,Attapulgite,Moderate
DDInter384,Ciprofloxacin,DDInter271,Calcium carbonate,Moderate
DDInter384,Ciprofloxacin,DDInter273,Calcium citrate,Moderate
DDInter384,Ciprofloxacin,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter384,Ciprofloxacin,DDInter276,Calcium gluconate,Moderate
DDInter384,Ciprofloxacin,DDInter278,Calcium lactate,Moderate
DDInter384,Ciprofloxacin,DDInter975,Iron,Moderate
DDInter384,Ciprofloxacin,DDInter307,Castor oil,Moderate
DDInter384,Ciprofloxacin,DDInter385,Cisapride,Major
DDInter384,Ciprofloxacin,DDInter393,Clarithromycin,Moderate
DDInter384,Ciprofloxacin,DDInter474,Dapagliflozin,Moderate
DDInter384,Ciprofloxacin,DDInter581,Dolasetron,Major
DDInter384,Ciprofloxacin,DDInter607,Dulaglutide,Moderate
DDInter384,Ciprofloxacin,DDInter629,Eliglustat,Major
DDInter384,Ciprofloxacin,DDInter632,Eluxadoline,Moderate
DDInter384,Ciprofloxacin,DDInter636,Empagliflozin,Moderate
DDInter384,Ciprofloxacin,DDInter669,Ertugliflozin,Moderate
DDInter384,Ciprofloxacin,DDInter706,Exenatide,Moderate
DDInter825,Glimepiride,DDInter384,Ciprofloxacin,Major
DDInter384,Ciprofloxacin,DDInter826,Glipizide,Major
DDInter384,Ciprofloxacin,DDInter831,Glyburide,Major
DDInter384,Ciprofloxacin,DDInter832,Glycerin,Moderate
DDInter384,Ciprofloxacin,DDInter840,Granisetron,Moderate
DDInter934,Insulin human,DDInter384,Ciprofloxacin,Major
DDInter384,Ciprofloxacin,DDInter929,Insulin aspart (aspart),Major
DDInter384,Ciprofloxacin,DDInter928,Insulin aspart (aspart protamine),Major
DDInter384,Ciprofloxacin,DDInter930,Insulin degludec,Major
DDInter384,Ciprofloxacin,DDInter931,Insulin detemir,Major
DDInter932,Insulin glargine,DDInter384,Ciprofloxacin,Major
DDInter384,Ciprofloxacin,DDInter933,Insulin glulisine,Major
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter384,Ciprofloxacin,Major
DDInter936,Insulin human (isophane),DDInter384,Ciprofloxacin,Major
DDInter940,Insulin lispro,DDInter384,Ciprofloxacin,Major
DDInter941,Insulin lispro (protamine),DDInter384,Ciprofloxacin,Major
DDInter937,Insulin human (regular),DDInter384,Ciprofloxacin,Major
DDInter939,Insulin human (zinc),DDInter384,Ciprofloxacin,Major
DDInter938,Insulin human (zinc extended),DDInter384,Ciprofloxacin,Major
DDInter384,Ciprofloxacin,DDInter1005,Kaolin,Moderate
DDInter384,Ciprofloxacin,DDInter1016,Lactitol,Moderate
DDInter384,Ciprofloxacin,DDInter1018,Lactulose,Moderate
DDInter384,Ciprofloxacin,DDInter1070,Linagliptin,Moderate
DDInter384,Ciprofloxacin,DDInter1077,Liraglutide,Moderate
DDInter384,Ciprofloxacin,DDInter1082,Lixisenatide,Moderate
DDInter384,Ciprofloxacin,DDInter1112,Magaldrate,Moderate
DDInter384,Ciprofloxacin,DDInter1113,Magnesium carbonate,Moderate
DDInter384,Ciprofloxacin,DDInter1114,Magnesium chloride,Moderate
DDInter384,Ciprofloxacin,DDInter1115,Magnesium citrate,Moderate
DDInter384,Ciprofloxacin,DDInter1116,Magnesium gluconate,Moderate
DDInter384,Ciprofloxacin,DDInter1118,Magnesium hydroxide,Moderate
DDInter384,Ciprofloxacin,DDInter1119,Magnesium oxide,Moderate
DDInter384,Ciprofloxacin,DDInter1120,Magnesium sulfate,Moderate
DDInter384,Ciprofloxacin,DDInter1197,Metoclopramide,Minor
DDInter384,Ciprofloxacin,DDInter1202,Metronidazole,Minor
DDInter1217,Miglitol,DDInter384,Ciprofloxacin,Moderate
DDInter384,Ciprofloxacin,DDInter1223,Mineral oil,Moderate
DDInter384,Ciprofloxacin,DDInter1258,Naldemedine,Moderate
DDInter384,Ciprofloxacin,DDInter1261,Naloxegol,Major
DDInter384,Ciprofloxacin,DDInter1269,Nateglinide,Major
DDInter1300,Nitisinone,DDInter384,Ciprofloxacin,Moderate
DDInter1340,Omeprazole,DDInter384,Ciprofloxacin,Minor
DDInter384,Ciprofloxacin,DDInter1342,Ondansetron,Moderate
DDInter1382,Palonosetron,DDInter384,Ciprofloxacin,Moderate
DDInter384,Ciprofloxacin,DDInter1389,Papaverine,Major
DDInter384,Ciprofloxacin,DDInter1443,Phenolphthalein,Moderate
DDInter384,Ciprofloxacin,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter384,Ciprofloxacin,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter384,Ciprofloxacin,DDInter1498,Potassium citrate,Moderate
DDInter384,Ciprofloxacin,DDInter1506,Pramlintide,Moderate
DDInter384,Ciprofloxacin,DDInter1513,Prednisolone,Major
DDInter384,Ciprofloxacin,DDInter1515,Prednisone,Major
DDInter384,Ciprofloxacin,DDInter1581,Repaglinide,Major
DDInter1621,Rosiglitazone,DDInter384,Ciprofloxacin,Moderate
DDInter384,Ciprofloxacin,DDInter1646,Saxagliptin,Moderate
DDInter384,Ciprofloxacin,DDInter1660,Semaglutide,Moderate
DDInter384,Ciprofloxacin,DDInter1665,Sibutramine,Minor
DDInter384,Ciprofloxacin,DDInter1675,Simvastatin,Moderate
DDInter384,Ciprofloxacin,DDInter1679,Sitagliptin,Moderate
DDInter1717,Sucralfate,DDInter384,Ciprofloxacin,Moderate
DDInter384,Ciprofloxacin,DDInter1826,Tolazamide,Major
DDInter384,Ciprofloxacin,DDInter1828,Tolbutamide,Major
DDInter1881,Troglitazone,DDInter384,Ciprofloxacin,Moderate
DDInter384,Ciprofloxacin,DDInter1963,Zinc acetate,Moderate
DDInter384,Ciprofloxacin,DDInter1965,Zinc gluconate,Moderate
DDInter384,Ciprofloxacin,DDInter1966,Zinc sulfate,Moderate
DDInter386,Cisatracurium,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter386,Cisatracurium,DDInter88,Amphotericin B (liposomal),Moderate
DDInter386,Cisatracurium,DDInter1004,Kanamycin,Major
DDInter386,Cisatracurium,DDInter1114,Magnesium chloride,Moderate
DDInter386,Cisatracurium,DDInter1120,Magnesium sulfate,Moderate
DDInter386,Cisatracurium,DDInter1123,Mannitol,Moderate
DDInter386,Cisatracurium,DDInter1197,Metoclopramide,Moderate
DDInter386,Cisatracurium,DDInter1224,Minocycline,Moderate
DDInter386,Cisatracurium,DDInter1277,Neomycin,Major
DDInter386,Cisatracurium,DDInter1396,Paromomycin,Major
DDInter386,Cisatracurium,DDInter1489,Polymyxin B,Major
DDInter386,Cisatracurium,DDInter1569,Ranitidine (bismuth citrate),Minor
DDInter386,Cisatracurium,DDInter1713,Streptomycin,Major
DDInter1916,Vancomycin,DDInter386,Cisatracurium,Moderate
DDInter387,Cisplatin,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter387,Cisplatin,DDInter88,Amphotericin B (liposomal),Moderate
DDInter387,Cisplatin,DDInter519,Dexlansoprazole,Moderate
DDInter387,Cisplatin,DDInter676,Esomeprazole,Moderate
DDInter387,Cisplatin,DDInter706,Exenatide,Moderate
DDInter387,Cisplatin,DDInter1004,Kanamycin,Moderate
DDInter1022,Lansoprazole,DDInter387,Cisplatin,Moderate
DDInter387,Cisplatin,DDInter1055,Levofloxacin,Minor
DDInter387,Cisplatin,DDInter1277,Neomycin,Moderate
DDInter387,Cisplatin,DDInter1334,Olsalazine,Moderate
DDInter1388,Pantoprazole,DDInter387,Cisplatin,Moderate
DDInter387,Cisplatin,DDInter1513,Prednisolone,Moderate
DDInter387,Cisplatin,DDInter1515,Prednisone,Moderate
DDInter387,Cisplatin,DDInter1622,Rosuvastatin,Moderate
DDInter387,Cisplatin,DDInter1675,Simvastatin,Moderate
DDInter387,Cisplatin,DDInter1713,Streptomycin,Moderate
DDInter387,Cisplatin,DDInter1725,Sulfasalazine,Moderate
DDInter387,Cisplatin,DDInter1811,Tinidazole,Moderate
DDInter1916,Vancomycin,DDInter387,Cisplatin,Moderate
DDInter388,Citalopram,DDInter16,Acetohexamide,Moderate
DDInter388,Citalopram,DDInter307,Castor oil,Moderate
DDInter388,Citalopram,DDInter385,Cisapride,Major
DDInter388,Citalopram,DDInter393,Clarithromycin,Major
DDInter388,Citalopram,DDInter416,Clotrimazole,Minor
DDInter388,Citalopram,DDInter518,Dexfenfluramine,Major
DDInter388,Citalopram,DDInter547,Diethylpropion,Major
DDInter388,Citalopram,DDInter581,Dolasetron,Major
DDInter388,Citalopram,DDInter601,Dronabinol,Moderate
DDInter388,Citalopram,DDInter676,Esomeprazole,Major
DDInter388,Citalopram,DDInter717,Fenfluramine,Major
DDInter388,Citalopram,DDInter825,Glimepiride,Moderate
DDInter388,Citalopram,DDInter826,Glipizide,Moderate
DDInter388,Citalopram,DDInter831,Glyburide,Moderate
DDInter388,Citalopram,DDInter832,Glycerin,Moderate
DDInter388,Citalopram,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter388,Citalopram,DDInter840,Granisetron,Major
DDInter934,Insulin human,DDInter388,Citalopram,Moderate
DDInter388,Citalopram,DDInter929,Insulin aspart (aspart),Moderate
DDInter388,Citalopram,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter388,Citalopram,DDInter930,Insulin degludec,Moderate
DDInter388,Citalopram,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter388,Citalopram,Moderate
DDInter388,Citalopram,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter388,Citalopram,Moderate
DDInter936,Insulin human (isophane),DDInter388,Citalopram,Moderate
DDInter940,Insulin lispro,DDInter388,Citalopram,Moderate
DDInter941,Insulin lispro (protamine),DDInter388,Citalopram,Moderate
DDInter937,Insulin human (regular),DDInter388,Citalopram,Moderate
DDInter939,Insulin human (zinc),DDInter388,Citalopram,Moderate
DDInter938,Insulin human (zinc extended),DDInter388,Citalopram,Moderate
DDInter388,Citalopram,DDInter1016,Lactitol,Moderate
DDInter388,Citalopram,DDInter1018,Lactulose,Moderate
DDInter388,Citalopram,DDInter1022,Lansoprazole,Major
DDInter388,Citalopram,DDInter1055,Levofloxacin,Major
DDInter388,Citalopram,DDInter1115,Magnesium citrate,Moderate
DDInter388,Citalopram,DDInter1118,Magnesium hydroxide,Moderate
DDInter388,Citalopram,DDInter1123,Mannitol,Moderate
DDInter388,Citalopram,DDInter1126,Mazindol,Major
DDInter388,Citalopram,DDInter1197,Metoclopramide,Moderate
DDInter388,Citalopram,DDInter1202,Metronidazole,Minor
DDInter388,Citalopram,DDInter1209,Miconazole,Minor
DDInter388,Citalopram,DDInter1223,Mineral oil,Moderate
DDInter388,Citalopram,DDInter1245,Morphine (liposomal),Moderate
DDInter388,Citalopram,DDInter1253,Nabilone,Moderate
DDInter388,Citalopram,DDInter1269,Nateglinide,Moderate
DDInter388,Citalopram,DDInter1342,Ondansetron,Major
DDInter388,Citalopram,DDInter1344,Opium,Moderate
DDInter388,Citalopram,DDInter1382,Palonosetron,Major
DDInter388,Citalopram,DDInter1389,Papaverine,Major
DDInter388,Citalopram,DDInter1443,Phenolphthalein,Moderate
DDInter1447,Phentermine,DDInter388,Citalopram,Major
DDInter388,Citalopram,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter388,Citalopram,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter388,Citalopram,DDInter1581,Repaglinide,Moderate
DDInter388,Citalopram,DDInter1665,Sibutramine,Major
DDInter388,Citalopram,DDInter1826,Tolazamide,Moderate
DDInter388,Citalopram,DDInter1828,Tolbutamide,Moderate
DDInter16,Acetohexamide,DDInter1498,Potassium citrate,Minor
DDInter58,Aluminum hydroxide,DDInter1498,Potassium citrate,Major
DDInter82,Amoxapine,DDInter1498,Potassium citrate,Major
DDInter149,Azatadine,DDInter1498,Potassium citrate,Major
DDInter1498,Potassium citrate,DDInter175,Belladonna,Major
DDInter241,Bromfenac,DDInter1498,Potassium citrate,Moderate
DDInter354,Chlorcyclizine,DDInter1498,Potassium citrate,Major
DDInter363,Chlorpromazine,DDInter1498,Potassium citrate,Major
DDInter383,Cinoxacin,DDInter390,Citric acid,Moderate
DDInter395,Clemastine,DDInter1498,Potassium citrate,Major
DDInter410,Clomipramine,DDInter1498,Potassium citrate,Major
DDInter419,Clozapine,DDInter1498,Potassium citrate,Major
DDInter453,Cyclizine,DDInter1498,Potassium citrate,Major
DDInter454,Cyclobenzaprine,DDInter1498,Potassium citrate,Major
DDInter459,Cyproheptadine,DDInter1498,Potassium citrate,Major
DDInter480,Darifenacin,DDInter1498,Potassium citrate,Major
DDInter504,Desipramine,DDInter1498,Potassium citrate,Major
DDInter517,Dexbrompheniramine,DDInter1498,Potassium citrate,Major
DDInter543,Dicyclomine,DDInter1498,Potassium citrate,Major
DDInter551,Diflunisal,DDInter1498,Potassium citrate,Moderate
DDInter562,Dimenhydrinate,DDInter1498,Potassium citrate,Major
DDInter569,Diphenhydramine,DDInter1498,Potassium citrate,Major
DDInter575,Disopyramide,DDInter1498,Potassium citrate,Major
DDInter593,Doxepin,DDInter1498,Potassium citrate,Major
DDInter594,Doxepin (topical),DDInter1498,Potassium citrate,Major
DDInter600,Doxylamine,DDInter1498,Potassium citrate,Major
DDInter604,Drospirenone,DDInter1498,Potassium citrate,Moderate
DDInter638,Enalapril,DDInter1498,Potassium citrate,Major
DDInter644,Enoxacin,DDInter1498,Potassium citrate,Moderate
DDInter651,Ephedrine (nasal),DDInter1498,Potassium citrate,Moderate
DDInter656,Eplerenone,DDInter1498,Potassium citrate,Major
DDInter658,Eprosartan,DDInter1498,Potassium citrate,Major
DDInter699,Etodolac,DDInter1498,Potassium citrate,Moderate
DDInter721,Fenoprofen,DDInter1498,Potassium citrate,Moderate
DDInter738,Flavoxate,DDInter1498,Potassium citrate,Major
DDInter740,Flecainide,DDInter1498,Potassium citrate,Minor
DDInter760,Fluphenazine,DDInter1498,Potassium citrate,Major
DDInter763,Flurbiprofen,DDInter1498,Potassium citrate,Moderate
DDInter781,Fosinopril,DDInter1498,Potassium citrate,Major
DDInter809,Gatifloxacin,DDInter1498,Potassium citrate,Moderate
DDInter813,Gemifloxacin,DDInter1498,Potassium citrate,Moderate
DDInter826,Glipizide,DDInter1498,Potassium citrate,Minor
DDInter831,Glyburide,DDInter1498,Potassium citrate,Minor
DDInter842,Grepafloxacin,DDInter1498,Potassium citrate,Moderate
DDInter895,Hydroxyzine,DDInter1498,Potassium citrate,Major
DDInter912,Imipramine,DDInter1498,Potassium citrate,Major
DDInter921,Indomethacin,DDInter1498,Potassium citrate,Moderate
DDInter934,Insulin human,DDInter1498,Potassium citrate,Minor
DDInter929,Insulin aspart (aspart),DDInter1498,Potassium citrate,Minor
DDInter928,Insulin aspart (aspart protamine),DDInter1498,Potassium citrate,Minor
DDInter1498,Potassium citrate,DDInter930,Insulin degludec,Minor
DDInter931,Insulin detemir,DDInter1498,Potassium citrate,Minor
DDInter932,Insulin glargine,DDInter1498,Potassium citrate,Minor
DDInter933,Insulin glulisine,DDInter1498,Potassium citrate,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1498,Potassium citrate,Minor
DDInter936,Insulin human (isophane),DDInter1498,Potassium citrate,Minor
DDInter940,Insulin lispro,DDInter1498,Potassium citrate,Minor
DDInter941,Insulin lispro (protamine),DDInter1498,Potassium citrate,Minor
DDInter937,Insulin human (regular),DDInter1498,Potassium citrate,Minor
DDInter939,Insulin human (zinc),DDInter1498,Potassium citrate,Minor
DDInter938,Insulin human (zinc extended),DDInter1498,Potassium citrate,Minor
DDInter972,Irbesartan,DDInter1498,Potassium citrate,Major
DDInter1009,Ketoprofen,DDInter1498,Potassium citrate,Moderate
DDInter1055,Levofloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1078,Lisdexamfetamine,DDInter1498,Potassium citrate,Moderate
DDInter1079,Lisinopril,DDInter1498,Potassium citrate,Major
DDInter1498,Potassium citrate,DDInter1081,Lithium carbonate,Moderate
DDInter1084,Lomefloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1095,Losartan,DDInter1498,Potassium citrate,Major
DDInter1099,Loxapine,DDInter1498,Potassium citrate,Major
DDInter1124,Maprotiline,DDInter1498,Potassium citrate,Major
DDInter1134,Meclizine,DDInter1498,Potassium citrate,Major
DDInter1135,Meclofenamic acid,DDInter1498,Potassium citrate,Moderate
DDInter1139,Mefenamic acid,DDInter1498,Potassium citrate,Moderate
DDInter1143,Meloxicam,DDInter1498,Potassium citrate,Moderate
DDInter1146,Memantine,DDInter1498,Potassium citrate,Minor
DDInter1149,Mepenzolate,DDInter1498,Potassium citrate,Major
DDInter1159,Mesoridazine,DDInter1498,Potassium citrate,Major
DDInter1168,Methdilazine,DDInter1498,Potassium citrate,Major
DDInter1174,Methotrexate,DDInter1498,Potassium citrate,Minor
DDInter1175,Methotrimeprazine,DDInter1498,Potassium citrate,Major
DDInter1206,Mexiletine,DDInter1498,Potassium citrate,Moderate
DDInter1224,Minocycline,DDInter1498,Potassium citrate,Moderate
DDInter1237,Moexipril,DDInter1498,Potassium citrate,Major
DDInter1239,Molindone,DDInter1498,Potassium citrate,Major
DDInter1247,Moxifloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1254,Nabumetone,DDInter1498,Potassium citrate,Moderate
DDInter1259,Nalidixic acid,DDInter1498,Potassium citrate,Moderate
DDInter1266,Naproxen,DDInter1498,Potassium citrate,Moderate
DDInter1313,Norfloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1316,Nortriptyline,DDInter1498,Potassium citrate,Major
DDInter1325,Ofloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1326,Olanzapine,DDInter1498,Potassium citrate,Major
DDInter1349,Orphenadrine,DDInter1498,Potassium citrate,Major
DDInter1358,Oxaprozin,DDInter1498,Potassium citrate,Moderate
DDInter1365,Oxybutynin,DDInter1498,Potassium citrate,Major
DDInter1374,Oxytetracycline,DDInter1498,Potassium citrate,Moderate
DDInter1431,Perindopril,DDInter1498,Potassium citrate,Major
DDInter1432,Perphenazine,DDInter1498,Potassium citrate,Major
DDInter1441,Phenindamine,DDInter1498,Potassium citrate,Major
DDInter1451,Phenylbutazone,DDInter1498,Potassium citrate,Moderate
DDInter1470,Pimozide,DDInter1498,Potassium citrate,Major
DDInter1478,Piroxicam,DDInter1498,Potassium citrate,Moderate
DDInter1527,Prochlorperazine,DDInter1498,Potassium citrate,Major
DDInter1528,Procyclidine,DDInter1498,Potassium citrate,Major
DDInter1532,Promazine,DDInter1498,Potassium citrate,Major
DDInter1533,Promethazine,DDInter1498,Potassium citrate,Major
DDInter1535,Propantheline,DDInter1498,Potassium citrate,Major
DDInter1537,Propiomazine,DDInter1498,Potassium citrate,Major
DDInter1543,Protriptyline,DDInter1498,Potassium citrate,Major
DDInter1155,Mepyramine,DDInter1498,Potassium citrate,Major
DDInter1554,Quinapril,DDInter1498,Potassium citrate,Major
DDInter1556,Quinidine,DDInter1498,Potassium citrate,Moderate
DDInter1565,Ramipril,DDInter1498,Potassium citrate,Major
DDInter1637,Salsalate,DDInter1498,Potassium citrate,Moderate
DDInter1647,Scopolamine,DDInter1498,Potassium citrate,Major
DDInter1696,Solifenacin,DDInter1498,Potassium citrate,Major
DDInter1705,Sparfloxacin,DDInter1498,Potassium citrate,Moderate
DDInter1729,Sulindac,DDInter1498,Potassium citrate,Moderate
DDInter1759,Telmisartan,DDInter1498,Potassium citrate,Major
DDInter1793,Thiethylperazine,DDInter1498,Potassium citrate,Major
DDInter1796,Thioridazine,DDInter1498,Potassium citrate,Major
DDInter1798,Thiothixene,DDInter1498,Potassium citrate,Major
DDInter1826,Tolazamide,DDInter1498,Potassium citrate,Minor
DDInter1828,Tolbutamide,DDInter1498,Potassium citrate,Minor
DDInter1831,Tolmetin,DDInter1498,Potassium citrate,Moderate
DDInter1832,Tolterodine,DDInter1498,Potassium citrate,Major
